RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
14269,58364191,Davis,801,Spain,Male,64,2,243588.83,3,1,0,57607.89,1
14270,71751487,Smith,795,Germany,Female,69,4,90863.3,1,1,0,41959.08,0
14271,38044011,Smith,513,Spain,Female,33,2,64553.68,2,0,1,13552.05,1
14272,29506974,Johnson,785,Spain,Female,22,5,89505.45,4,1,1,92916.35,1
14273,46601783,Williams,703,France,Female,19,6,45280.28,2,1,0,57352.19,0
14274,34072965,Williams,750,France,Male,69,0,247701.93,4,1,0,97986.35,0
14275,91202687,Miller,732,Germany,Male,24,1,199848.43,3,1,0,133542.7,1
14276,62774258,Williams,543,Spain,Male,22,3,91725.69,1,0,0,37052.69,0
14277,98095769,Jones,447,Spain,Female,69,9,215881.43,3,0,1,130579.05,1
14278,35711584,Williams,719,Germany,Female,22,4,230458.24,2,0,1,84994.17,0
14279,84579480,Davis,374,France,Female,34,3,88894.57,3,0,1,95104.82,1
14280,85362959,Davis,463,Spain,Male,49,0,31136.87,3,1,0,118096.23,0
14281,19753719,Miller,714,France,Male,56,10,242334.05,2,0,1,99058.6,1
14282,94663193,Brown,369,Spain,Female,36,4,16124.41,3,0,1,53240.92,1
14283,46854726,Davis,845,Spain,Male,45,10,205655.5,1,0,0,17453.77,1
14284,47957439,Smith,812,Germany,Female,62,4,68521.95,2,0,1,132062.14,1
14285,76760253,Miller,582,Spain,Female,40,10,138139.02,1,1,0,56194.88,1
14286,82326895,Jones,401,Spain,Female,65,6,119235.15,1,1,1,32524.05,1
14287,25464010,Miller,750,France,Female,27,10,181320.2,4,0,1,125867.57,0
14288,81216770,Williams,502,Germany,Female,41,3,34873.15,3,1,0,131235.51,0
14289,14666642,Davis,740,France,Female,48,10,6039.68,2,0,1,55934.36,0
14290,83289153,Williams,434,Germany,Female,60,7,87520.68,2,1,0,94496.71,1
14291,77561960,Brown,788,France,Male,61,7,224497.67,4,1,0,37080.29,1
14292,80791805,Brown,406,Germany,Female,43,5,160539.09,4,1,1,154418.14,1
14293,19450396,Miller,784,Spain,Female,49,0,79217.85,3,1,1,53090.76,1
14294,48708977,Smith,463,France,Female,60,7,57064.48,4,0,0,125427.61,0
14295,30458102,Brown,708,Germany,Male,68,0,242955.13,2,0,1,57909.98,1
14296,66575779,Jones,489,France,Male,21,9,34968.73,3,0,1,32577.31,0
14297,96094540,Brown,431,Germany,Female,39,8,126315.96,3,0,1,33637.53,0
14298,11807054,Miller,631,France,Male,22,9,178824.59,1,0,0,34522.55,0
14299,52460712,Smith,744,Spain,Male,56,10,207315.01,1,0,0,132552.64,1
14300,99996591,Jones,717,France,Female,25,3,173016.37,2,0,1,148357.35,1
14301,76830960,Williams,529,Spain,Male,20,7,221761.67,1,0,0,107747.79,0
14302,31918214,Jones,480,Germany,Male,58,7,43847.11,2,0,1,126420.97,1
14303,39290438,Williams,771,France,Female,28,9,89128.93,3,1,1,143821.83,1
14304,57072827,Smith,762,France,Male,58,3,39998.05,1,1,0,93119.2,0
14305,79341433,Miller,520,Spain,Female,31,4,18572.99,2,0,1,127032.35,1
14306,57528362,Smith,435,Germany,Female,41,6,28557.84,2,1,1,148270.91,1
14307,49779426,Williams,597,Spain,Female,23,1,122174.0,4,1,0,145878.55,1
14308,30268255,Jones,398,France,Male,61,7,53063.8,2,1,1,66845.07,1
14309,89424809,Davis,430,France,Female,40,9,39633.61,4,1,1,101265.94,1
14310,30936270,Johnson,431,Spain,Male,42,1,246921.08,2,0,0,31102.77,1
14311,45492979,Miller,466,France,Female,19,6,9881.54,2,1,0,121733.38,0
14312,61047837,Smith,537,Germany,Male,52,10,154631.32,2,0,0,56122.08,0
14313,52609253,Davis,724,Germany,Female,67,4,224129.94,3,1,0,150277.9,1
14314,76922762,Jones,808,Spain,Male,43,9,79808.05,3,0,1,129997.6,1
14315,22987733,Williams,371,Germany,Female,23,1,189767.98,1,1,0,43735.91,1
14316,19798470,Davis,699,Spain,Female,39,1,172204.18,1,1,1,84725.64,0
14317,59343006,Smith,827,Germany,Female,38,6,101290.73,2,1,0,37052.54,0
14318,12461673,Brown,636,Spain,Male,32,10,79527.2,1,0,0,53489.09,1
14319,44386825,Brown,449,Spain,Male,42,6,66173.04,3,0,1,147629.21,1
14320,19147786,Smith,809,Spain,Female,66,7,233474.0,2,1,0,125933.78,1
14321,71094383,Smith,619,Germany,Female,27,10,60824.65,4,0,1,65230.72,1
14322,22329451,Johnson,538,Spain,Male,68,3,77320.12,4,0,1,33303.78,0
14323,54467926,Jones,670,France,Female,21,10,27939.09,3,1,0,70736.32,0
14324,96723664,Brown,469,France,Female,37,9,33094.43,3,1,0,69785.78,1
14325,98267220,Williams,833,Spain,Female,26,5,134462.91,4,1,0,9853.24,0
14326,98640672,Brown,839,France,Male,28,2,70530.33,1,1,0,132859.68,1
14327,11012769,Smith,573,Germany,Male,22,2,43012.05,1,0,1,145420.84,1
14328,52771905,Brown,642,Spain,Male,42,3,227491.08,2,1,1,119197.85,1
14329,55403222,Jones,721,France,Male,26,6,51669.2,4,0,0,43967.73,1
14330,10310741,Johnson,580,France,Female,69,3,137473.39,2,0,1,99449.07,0
14331,52402079,Jones,706,Germany,Male,28,3,99457.03,3,0,1,72352.18,1
14332,65543636,Williams,530,Spain,Male,18,10,19819.13,1,1,0,58884.6,0
14333,20198391,Williams,510,Spain,Male,49,3,103337.18,1,0,1,29306.91,1
14334,50387274,Johnson,816,France,Male,52,4,41370.28,1,0,0,143512.78,1
14335,22498263,Williams,842,Spain,Male,29,3,39902.91,1,0,0,42950.12,1
14336,25877560,Davis,645,Germany,Male,43,10,175900.37,2,0,0,133607.9,0
14337,16581261,Davis,385,France,Male,20,1,206172.35,1,1,1,32242.32,1
14338,88180540,Johnson,689,Germany,Female,65,6,109838.57,1,1,1,79882.88,0
14339,22440696,Johnson,432,France,Male,42,6,10722.8,3,1,1,80381.87,1
14340,44765807,Davis,406,France,Female,26,3,168632.04,4,1,0,48079.73,0
14341,99670118,Williams,630,France,Female,41,7,36189.2,3,0,0,14757.66,1
14342,76333057,Williams,801,Spain,Male,41,9,66864.46,4,0,0,118346.24,1
14343,69907899,Jones,465,Germany,Male,52,4,200825.38,3,0,0,61687.93,1
14344,60769616,Smith,688,Spain,Female,44,9,92895.97,3,0,1,99435.3,1
14345,69927541,Williams,517,Spain,Male,33,4,62696.75,4,1,0,49386.02,1
14346,33644125,Jones,813,Germany,Female,24,1,169282.43,4,1,0,15302.14,0
14347,61274594,Miller,383,Germany,Female,26,10,48843.9,4,1,0,36856.83,1
14348,22633986,Smith,522,Spain,Male,20,9,106820.04,2,0,0,122388.54,0
14349,53640351,Smith,838,France,Male,41,10,136339.85,1,1,0,150029.57,1
14350,57103343,Brown,746,Germany,Female,20,1,194895.24,1,0,1,50748.19,1
14351,97736652,Smith,764,Spain,Male,66,10,10.06,1,1,0,126870.13,0
14352,66727688,Brown,427,Germany,Female,49,1,226989.5,1,0,0,47494.68,1
14353,31199810,Brown,645,Germany,Female,69,8,192550.34,2,0,0,60923.28,1
14354,81047372,Jones,840,France,Female,37,10,233161.6,1,0,0,52344.51,1
14355,10403813,Brown,383,Germany,Male,69,9,63372.5,4,0,0,61187.1,1
14356,95969116,Davis,555,Germany,Male,61,6,109755.87,4,1,0,89308.73,1
14357,84222023,Brown,562,Spain,Male,23,1,225527.7,1,1,1,69169.32,1
14358,92309557,Jones,633,Spain,Male,58,10,234781.62,3,1,1,134616.63,1
14359,60315443,Miller,522,Spain,Female,50,6,122743.59,4,1,0,130985.22,1
14360,85048894,Jones,821,Spain,Male,42,10,182854.72,3,1,0,106434.48,1
14361,79690253,Smith,787,Spain,Female,40,6,20611.46,3,1,1,82537.02,0
14362,68551266,Davis,427,Germany,Female,22,0,231764.09,4,1,1,106391.87,1
14363,86090083,Williams,488,Germany,Male,51,8,13791.3,2,0,0,111735.76,1
14364,89230174,Smith,807,France,Male,44,4,15011.1,1,0,0,151445.68,0
14365,61780618,Miller,539,Spain,Female,41,9,58959.49,2,1,1,25617.25,1
14366,63747830,Brown,361,Spain,Male,42,2,20394.99,3,0,1,18834.14,1
14367,62350863,Davis,723,France,Female,37,10,20296.77,3,0,1,129122.1,0
14368,37394093,Williams,527,Germany,Male,51,8,77494.77,2,1,1,125115.43,0
14369,86273004,Jones,576,Germany,Female,23,6,137572.66,4,0,0,56901.58,0
14370,73950948,Williams,698,France,Female,22,10,196293.86,4,1,1,141815.53,1
14371,25918389,Davis,525,Germany,Female,59,4,141223.79,1,1,1,96364.81,0
14372,84835490,Davis,796,Spain,Male,21,6,195475.05,1,0,1,60940.45,1
14373,66530423,Brown,706,Spain,Male,23,8,225068.07,4,1,1,48054.19,1
14374,50699439,Davis,774,Spain,Female,42,7,201511.13,2,1,1,134341.78,1
14375,28909964,Smith,573,Germany,Male,27,4,151289.69,2,1,0,131839.42,0
14376,90676829,Smith,395,Spain,Female,70,3,152853.24,1,0,1,58459.81,0
14377,35145253,Smith,422,Germany,Male,25,3,16943.89,3,1,0,22730.14,1
14378,79391132,Jones,560,Germany,Female,45,8,111922.45,2,1,0,70097.22,1
14379,95297188,Davis,387,France,Female,43,9,105345.2,3,0,0,86071.23,0
14380,15035140,Miller,599,France,Female,21,7,37426.89,1,1,0,86184.15,0
14381,80427449,Smith,814,Spain,Female,37,10,38718.55,4,0,1,139600.99,0
14382,22926474,Miller,539,Spain,Female,24,4,31975.64,2,1,1,33369.88,1
14383,53014879,Davis,705,Germany,Male,49,6,231824.77,1,1,0,86526.19,0
14384,59688367,Smith,468,Germany,Female,60,10,177447.0,3,1,0,108578.95,1
14385,36733645,Miller,390,Spain,Male,28,0,224159.19,3,0,1,21310.4,0
14386,25590706,Smith,650,Spain,Female,70,8,43939.58,4,0,1,44087.47,1
14387,10912633,Jones,575,Germany,Male,21,8,220610.13,1,0,0,127058.07,0
14388,51678401,Miller,719,Germany,Female,34,3,66155.65,4,0,0,112576.42,0
14389,75042122,Jones,548,Spain,Male,63,4,31783.71,3,1,1,22282.36,1
14390,24879297,Jones,806,France,Female,27,2,169756.37,3,1,1,105315.43,1
14391,68786461,Jones,522,France,Female,67,4,178743.59,2,0,1,14080.64,0
14392,34787030,Miller,418,Spain,Male,44,7,175255.12,1,0,1,125773.91,1
14393,98532246,Davis,518,Germany,Male,51,4,93312.42,2,0,1,96772.19,0
14394,63257989,Brown,623,France,Male,22,7,48103.67,3,0,0,61322.18,0
14395,85796883,Brown,710,Germany,Female,63,7,146957.8,1,0,0,97800.3,1
14396,19290314,Brown,585,Spain,Female,49,5,105242.92,2,0,1,96006.19,1
14397,81744671,Jones,743,Spain,Female,26,10,225117.45,3,0,1,68758.14,0
14398,91438008,Johnson,395,Germany,Female,26,9,14899.81,2,0,0,112559.28,1
14399,10560741,Smith,620,France,Male,69,7,58258.0,1,0,1,18055.53,1
14400,97799787,Jones,649,Spain,Male,56,4,238006.33,3,0,1,97210.61,0
14401,27904165,Smith,765,France,Male,54,8,196312.38,1,1,0,72867.84,0
14402,34676596,Williams,529,Germany,Male,46,10,241477.71,3,1,0,103166.32,1
14403,33075155,Davis,541,Spain,Male,33,4,39718.65,2,0,0,139617.15,1
14404,67326189,Brown,411,Germany,Female,70,6,175330.65,1,1,1,100365.1,1
14405,52228070,Williams,801,Germany,Female,68,2,169025.04,2,0,0,128432.29,1
14406,88221067,Johnson,690,France,Male,62,7,9852.65,1,0,0,11012.43,1
14407,76989899,Davis,731,France,Female,61,4,232.45,2,0,1,97762.84,0
14408,25456025,Brown,762,France,Female,58,6,154009.76,3,0,1,126023.24,1
14409,72573714,Williams,786,Germany,Male,53,10,184001.6,1,0,0,92295.05,0
14410,81399535,Jones,531,Germany,Female,44,10,240785.19,2,0,0,124751.51,1
14411,19881146,Miller,393,Spain,Female,46,4,93786.54,2,0,0,55293.62,0
14412,50866444,Johnson,704,Germany,Male,69,7,232415.86,3,0,0,84301.97,0
14413,47798187,Williams,370,Germany,Male,45,0,11813.93,2,0,1,94901.41,0
14414,89018631,Johnson,788,France,Female,50,10,101065.91,2,0,1,116354.03,0
14415,98897797,Davis,854,Spain,Male,44,3,150432.3,1,0,0,47504.64,1
14416,76527983,Davis,695,Germany,Male,42,9,57501.44,3,0,1,49498.82,0
14417,52866065,Davis,811,Spain,Female,46,9,239657.81,4,0,0,81008.91,0
14418,78959352,Jones,686,Spain,Male,17,7,82918.46,1,0,0,66711.39,0
14419,13394699,Smith,700,Germany,Male,45,8,189378.55,2,1,0,27883.56,0
14420,39629022,Davis,789,Spain,Male,62,9,12406.11,4,1,1,48007.88,1
14421,55208689,Davis,595,France,Male,60,6,205890.22,2,0,1,133904.44,1
14422,36033817,Davis,766,Germany,Female,40,8,200820.58,1,0,1,33138.79,1
14423,74516124,Williams,824,Germany,Female,58,9,152798.18,3,1,1,84847.96,0
14424,62307164,Jones,561,France,Male,41,7,47949.18,2,0,1,60427.59,1
14425,41413015,Jones,543,Germany,Male,48,6,246055.84,1,1,1,40555.09,1
14426,20945115,Brown,356,Spain,Male,68,0,-3521.99,1,0,1,128908.71,0
14427,89243576,Brown,550,France,Female,69,0,167159.27,2,0,0,11165.1,1
14428,60605458,Davis,739,France,Female,69,10,245082.31,3,1,0,31143.92,0
14429,69047982,Johnson,420,Spain,Male,22,5,88964.73,2,1,1,68944.76,0
14430,13135086,Jones,653,Spain,Male,67,3,231420.97,1,0,0,137100.14,1
14431,53036746,Williams,800,Germany,Female,48,2,7352.01,2,1,0,109477.41,0
14432,80881844,Johnson,756,Spain,Female,65,9,63971.81,1,1,1,51587.71,0
14433,24450908,Davis,535,Germany,Female,38,9,202919.88,4,1,1,47936.02,0
14434,57026353,Brown,453,Spain,Male,21,6,13833.03,4,1,0,149074.28,1
14435,50741573,Williams,815,Spain,Male,70,9,182092.55,4,1,1,98308.12,1
14436,92046458,Brown,392,Germany,Male,48,8,78773.77,4,1,0,22182.82,1
14437,86608229,Smith,722,Spain,Female,68,7,236536.89,3,0,1,65722.71,1
14438,67107026,Williams,662,Spain,Female,66,1,104548.43,3,0,1,46935.42,1
14439,74608348,Davis,575,France,Female,27,0,197925.06,4,1,1,144594.35,1
14440,22323848,Miller,526,Spain,Male,21,6,228729.11,1,1,0,66077.45,0
14441,73063115,Johnson,698,Spain,Male,54,10,18618.55,2,0,1,145708.15,1
14442,52405221,Williams,661,Spain,Female,50,0,54476.69,4,0,0,93722.33,0
14443,66525955,Jones,754,Spain,Male,70,10,173541.52,3,1,1,33371.09,1
14444,60929026,Jones,791,France,Female,68,3,104644.3,3,0,0,31164.75,1
14445,61651215,Williams,411,Germany,Male,30,4,218470.34,4,0,1,47537.97,1
14446,71155550,Williams,622,Germany,Male,67,5,229097.19,3,1,1,55502.54,1
14447,60685732,Johnson,826,Germany,Female,43,9,17593.37,1,1,1,103337.27,1
14448,85028247,Brown,533,France,Male,28,10,75184.14,4,1,1,110044.75,1
14449,10548706,Jones,644,Germany,Female,42,7,102746.46,1,0,1,56166.86,0
14450,36360029,Brown,645,Germany,Female,52,1,192619.38,1,1,1,53886.54,1
14451,58874919,Miller,535,France,Male,38,1,18631.35,1,0,0,41766.92,0
14452,51599769,Miller,571,Germany,Male,58,6,241145.69,2,0,0,132066.43,1
14453,16038925,Smith,728,Germany,Female,60,6,184937.88,3,0,1,70412.9,0
14454,71261298,Smith,433,France,Female,68,7,234827.68,4,0,1,95927.35,1
14455,59188047,Brown,542,Spain,Male,33,7,37674.4,4,1,1,131634.5,0
14456,16556664,Smith,464,Germany,Male,64,6,228650.66,3,1,0,149738.4,1
14457,39836730,Davis,471,Germany,Male,35,8,89520.09,1,0,1,141343.89,0
14458,10799923,Williams,793,Spain,Male,54,4,194524.54,4,1,0,123128.44,0
14459,35804743,Davis,607,Germany,Male,38,9,147699.08,2,0,0,126239.51,0
14460,18131239,Jones,644,Spain,Female,66,8,16100.8,4,1,1,137279.03,1
14461,29915429,Williams,425,Germany,Male,59,3,219586.29,3,1,1,89834.04,0
14462,53166386,Miller,812,Spain,Male,68,2,237911.06,3,1,1,96362.35,1
14463,81817420,Smith,581,France,Female,39,7,230172.12,4,0,0,110971.57,0
14464,54773834,Brown,388,Germany,Male,71,10,145375.46,2,0,0,146523.1,1
14465,49810737,Smith,424,France,Female,32,9,30538.61,1,0,1,122232.56,1
14466,52183657,Miller,693,Spain,Male,46,7,238864.12,2,0,0,33618.38,1
14467,83209589,Smith,414,Spain,Male,22,6,36796.55,1,0,1,94620.46,0
14468,65218121,Williams,449,Germany,Male,44,1,122916.74,2,0,0,15386.01,1
14469,25343759,Smith,545,Germany,Male,42,10,62041.2,1,1,1,11252.19,1
14470,17961363,Brown,691,Spain,Male,42,6,132640.12,4,0,0,120263.75,1
14471,15060323,Jones,467,Spain,Male,67,3,219367.05,4,1,1,30996.39,0
14472,54138213,Johnson,426,Spain,Female,70,2,52428.65,1,1,0,144983.48,0
14473,60380682,Miller,508,France,Male,23,1,137460.26,1,0,1,56050.48,1
14474,94986322,Miller,750,Germany,Female,21,1,167157.08,3,1,0,84756.36,1
14475,95315629,Smith,739,Germany,Male,53,0,241478.84,4,1,0,121351.29,0
14476,34244963,Jones,373,Spain,Female,25,10,34653.31,1,1,0,49090.37,0
14477,62662768,Miller,765,France,Female,59,6,2074.04,2,1,0,96853.78,0
14478,31641581,Jones,767,Germany,Male,67,10,33356.17,2,0,1,130687.81,0
14479,27795464,Brown,724,Spain,Female,70,10,16400.38,2,0,1,69475.72,0
14480,77660224,Johnson,369,France,Male,41,10,196077.69,3,0,0,150683.88,1
14481,57765711,Smith,611,Spain,Female,58,7,176946.14,2,1,0,108209.66,1
14482,69999732,Miller,721,France,Male,70,1,20141.97,2,1,0,98124.92,1
14483,29967020,Brown,378,Germany,Female,70,0,2985.4,3,0,1,96186.95,1
14484,22894567,Brown,548,Germany,Male,68,4,246062.5,2,0,0,122474.94,0
14485,90626643,Johnson,686,Germany,Female,41,0,182098.76,2,0,1,99618.7,0
14486,36843872,Smith,393,Spain,Male,22,8,208208.11,2,1,0,101964.62,1
14487,67507194,Brown,521,Spain,Female,60,0,87410.21,4,1,0,115921.92,0
14488,22976083,Johnson,420,Germany,Male,40,0,174722.2,2,1,0,86190.58,0
14489,22805658,Davis,355,Spain,Female,40,7,11651.02,4,0,0,120407.21,0
14490,62260623,Johnson,821,France,Male,64,7,232454.2,1,0,0,104021.45,0
14491,61984418,Smith,627,Spain,Male,50,10,195540.9,4,1,0,70832.51,0
14492,85103769,Smith,704,Spain,Male,49,8,32533.92,1,0,1,45197.57,1
14493,38731375,Jones,756,Germany,Male,62,1,205281.35,4,1,0,37881.32,1
14494,21808212,Jones,722,France,Male,59,9,83172.9,2,0,0,102665.39,0
14495,38601653,Miller,573,Spain,Female,59,2,201197.87,4,1,0,145818.89,1
14496,97552795,Jones,755,Germany,Female,29,9,149170.57,2,0,0,23278.42,1
14497,75314721,Williams,767,Germany,Male,45,6,71759.49,1,1,0,50632.15,1
14498,40518332,Davis,457,France,Male,69,8,238145.19,4,0,0,32174.98,1
14499,29869435,Johnson,452,France,Male,51,9,153784.72,1,0,1,135240.02,1
14500,91492135,Davis,589,France,Female,21,4,55789.67,4,1,1,123394.71,0
14501,68845621,Smith,457,Germany,Female,22,7,77783.97,4,0,1,61551.38,1
14502,35653908,Davis,840,France,Male,31,10,170272.5,2,0,0,151211.84,1
14503,66430469,Johnson,462,Spain,Female,58,10,22344.13,2,0,0,126054.21,1
14504,86663262,Brown,548,Germany,Male,25,3,168989.53,4,1,0,65536.64,1
14505,21904999,Brown,460,Spain,Female,58,1,158328.67,2,0,1,133821.32,1
14506,26769945,Johnson,530,France,Male,27,10,196773.94,2,1,0,71397.63,0
14507,30190469,Smith,395,France,Female,42,7,101504.62,2,0,0,20150.83,0
14508,98572043,Williams,836,Spain,Female,50,9,225842.33,3,0,1,87256.93,1
14509,49304407,Jones,674,France,Male,20,1,88764.85,2,0,0,101388.05,0
14510,33708821,Jones,419,Spain,Male,32,1,209406.42,4,1,0,146952.28,1
14511,40918205,Brown,667,Spain,Male,30,6,168594.6,4,0,1,65847.15,1
14512,15204679,Williams,462,France,Female,51,4,229797.11,2,0,0,142313.27,1
14513,84750370,Miller,523,France,Male,69,8,233769.39,2,1,1,145710.03,1
14514,18180155,Johnson,782,France,Female,31,6,70083.83,2,0,0,71173.39,0
14515,73101055,Miller,658,France,Female,23,1,-915.25,2,1,0,43046.58,1
14516,14174404,Smith,631,Spain,Female,69,5,127633.71,3,1,1,146441.46,1
14517,98274578,Jones,581,Spain,Female,30,7,87869.33,2,0,1,88652.83,1
14518,47296623,Smith,432,France,Male,40,10,26764.65,2,0,1,69917.24,1
14519,31838210,Brown,818,France,Male,63,0,79703.36,2,1,1,55977.83,1
14520,66482777,Brown,538,France,Female,41,7,214324.1,2,0,0,132733.02,0
14521,48382781,Davis,386,Germany,Female,69,7,184156.74,2,0,0,143740.99,0
14522,51053140,Johnson,368,Spain,Male,43,6,127593.92,4,0,0,111864.13,1
14523,42103137,Miller,807,Germany,Male,50,3,95447.84,2,0,0,49762.37,1
14524,34851202,Davis,650,Spain,Female,22,2,240169.43,4,0,1,94198.33,0
14525,62274858,Brown,608,Germany,Female,23,6,175754.86,3,0,0,147145.7,1
14526,87959198,Smith,738,France,Female,47,10,162622.18,1,0,1,101777.18,1
14527,10066819,Miller,411,Spain,Female,62,10,32396.37,4,0,1,132873.79,1
14528,30382965,Williams,550,France,Female,48,10,224198.41,4,0,0,80728.01,1
14529,98892067,Jones,604,Germany,Male,66,3,193147.31,4,1,0,55215.36,0
14530,87803819,Davis,815,France,Male,50,7,240061.87,4,0,1,140046.07,1
14531,88795589,Smith,660,France,Male,21,1,91158.32,4,1,0,134960.54,1
14532,86541002,Jones,749,Spain,Female,20,2,173886.19,1,1,0,98094.44,1
14533,56658309,Williams,372,France,Male,38,3,193542.86,4,0,0,145988.19,0
14534,57278099,Williams,431,France,Male,60,9,194550.85,1,1,0,41045.84,1
14535,67525716,Miller,364,France,Male,70,4,186050.42,4,1,0,58634.47,1
14536,83283815,Johnson,466,France,Male,28,7,243957.82,4,0,1,67589.79,0
14537,56114044,Williams,394,France,Female,69,10,231770.71,3,0,1,30633.57,0
14538,26462667,Davis,727,Spain,Female,66,1,228030.61,3,1,1,96409.22,1
14539,61236148,Brown,683,France,Male,28,6,36860.02,4,0,1,33276.96,1
14540,29188726,Davis,644,France,Female,46,7,97493.9,2,0,0,147411.31,1
14541,86663149,Williams,836,Spain,Male,24,6,17177.39,1,0,0,87250.84,1
14542,13225730,Jones,766,Spain,Male,52,9,240021.57,3,1,1,47734.91,1
14543,87657819,Jones,842,France,Male,41,4,115192.32,2,1,0,32973.45,1
14544,31473272,Brown,546,Germany,Female,22,5,211639.76,3,1,1,45216.57,0
14545,66148412,Brown,749,Germany,Male,62,1,33969.71,4,0,0,119042.25,1
14546,28617464,Johnson,802,Germany,Female,36,2,73374.9,2,0,1,45959.16,1
14547,99511635,Smith,605,France,Male,22,8,239281.45,3,1,0,31278.12,0
14548,63917459,Jones,415,France,Male,27,10,183580.61,4,0,1,109826.23,0
14549,44101748,Jones,716,France,Female,34,5,200838.37,4,0,0,43583.98,0
14550,66812139,Miller,426,France,Male,21,10,64937.31,3,1,0,99858.49,1
14551,14428769,Williams,678,Germany,Male,28,9,78053.38,1,0,1,33404.7,0
14552,33057740,Jones,836,Germany,Male,23,8,235724.08,1,1,0,84910.84,1
14553,29487632,Johnson,379,Germany,Male,20,4,121781.1,2,1,1,77654.2,0
14554,40186364,Jones,846,France,Female,37,7,111615.71,2,0,1,127466.6,1
14555,19524964,Johnson,706,France,Male,48,7,9153.44,2,0,0,97503.29,1
14556,82767593,Miller,397,Spain,Female,44,7,16721.44,4,1,1,58816.19,1
14557,70528371,Miller,715,France,Female,22,9,51731.17,4,1,0,61106.55,0
14558,39969222,Johnson,526,Germany,Female,70,0,71571.64,2,1,1,139752.86,1
14559,45284825,Jones,799,Spain,Female,45,9,54173.64,4,0,0,147405.56,0
14560,45650777,Miller,428,Germany,Male,27,0,119227.07,1,0,0,39149.6,1
14561,12591927,Smith,798,Germany,Male,23,2,235522.14,4,0,0,128621.87,1
14562,88947132,Davis,484,Germany,Male,21,4,170522.53,4,1,1,33535.6,1
14563,84360629,Smith,830,Germany,Female,36,5,192341.12,4,0,0,38057.0,0
14564,10889773,Johnson,414,France,Female,20,8,86143.03,3,0,0,96244.4,1
14565,75046888,Brown,501,France,Female,68,7,193698.24,3,1,1,44835.3,1
14566,85721230,Jones,408,France,Female,22,10,192321.48,4,0,1,102170.41,0
14567,95799327,Jones,502,Spain,Male,68,3,48662.4,1,0,1,130223.32,1
14568,90472854,Jones,828,France,Male,30,2,141676.03,2,1,1,106352.88,0
14569,99550063,Smith,540,Spain,Female,70,6,31851.74,4,1,1,125868.78,1
14570,37913079,Johnson,700,Spain,Female,46,6,95029.59,4,1,0,122465.05,0
14571,98737712,Smith,844,Spain,Female,65,10,85008.7,4,1,1,147320.2,1
14572,75055168,Davis,679,France,Male,60,1,245849.92,3,1,1,71636.41,1
14573,52194800,Jones,748,France,Female,69,6,203508.5,4,0,1,69756.3,1
14574,31517268,Miller,411,France,Male,21,3,31457.48,4,0,0,73055.75,0
14575,90691584,Smith,362,Spain,Female,20,7,242325.91,3,1,1,94854.38,1
14576,77306091,Davis,735,France,Female,21,7,236181.44,4,0,1,72242.57,1
14577,36836499,Davis,759,Germany,Male,43,8,217359.6,4,0,1,97436.95,1
14578,84687843,Smith,547,France,Male,37,7,13562.61,3,0,0,62314.12,1
14579,58603017,Brown,585,Spain,Male,33,4,213329.1,4,1,1,131531.95,1
14580,55191596,Brown,490,Germany,Female,58,6,74867.57,3,0,0,139404.34,1
14581,75313561,Davis,427,France,Male,30,10,17723.64,3,0,0,148051.81,0
14582,91561302,Jones,369,Germany,Male,61,1,34164.0,3,1,0,92763.53,0
14583,67864542,Williams,605,Spain,Female,39,10,194434.68,4,0,1,56713.63,1
14584,41095492,Jones,644,Germany,Female,24,6,174126.68,4,1,0,32855.06,1
14585,42860274,Brown,563,Spain,Female,21,10,193925.63,2,0,1,121666.59,1
14586,69748140,Davis,766,France,Female,35,8,123350.07,2,0,1,71650.68,1
14587,54933097,Williams,435,Spain,Female,41,4,90802.59,2,0,0,81081.6,1
14588,10637410,Johnson,376,Spain,Male,43,8,183404.27,2,1,0,99067.48,0
14589,31954682,Brown,829,France,Female,60,7,78754.49,4,1,0,131676.76,0
14590,66375197,Brown,766,France,Male,42,10,170901.83,3,0,0,59414.2,0
14591,58624287,Brown,772,Spain,Female,25,5,189091.38,4,0,1,89669.45,0
14592,20418976,Miller,660,France,Male,41,2,108577.65,3,1,0,97418.74,1
14593,34793193,Miller,430,Germany,Male,44,10,180075.28,2,0,1,139331.26,1
14594,42303318,Smith,781,Germany,Female,48,3,32262.81,1,0,0,100780.27,1
14595,84765122,Jones,769,France,Female,54,9,224228.94,2,1,1,109807.02,0
14596,81936620,Johnson,728,France,Female,19,10,68787.49,3,1,1,23980.95,0
14597,27254107,Williams,713,Germany,Female,46,7,167761.5,2,0,0,70012.48,0
14598,33826596,Johnson,367,Spain,Female,20,7,27774.15,2,0,0,129819.33,1
14599,23959889,Miller,370,Germany,Male,37,3,98738.05,1,0,0,110645.56,0
14600,42217834,Smith,431,France,Female,24,8,201874.98,4,0,0,122563.69,0
14601,18458384,Williams,754,France,Female,42,10,213268.82,3,0,1,54340.78,1
14602,78630883,Davis,581,Germany,Female,24,8,46859.56,2,1,1,35900.64,0
14603,42495314,Davis,637,France,Female,39,5,55933.19,3,0,0,81242.57,1
